gene_id,symbol,product,biotype,protein_id,log2FoldChange,lfcSE,pvalue,padj,WT_mean,KO_mean
HFX_RS05055,"",DnaJ domain-containing protein,protein_coding,WP_231512909.1,0.0477859265716481,0.156013153017477,0.701813587204913,0.854095960950593,2614.13420122792,2752.65429286615
HFX_RS19040,"",DUF1059 domain-containing protein,protein_coding,WP_004058287.1,-0.0595186318624998,0.252831804002751,0.702868153528169,0.854856826072429,502.87837565804,452.548430897571
HFX_RS06645,"",CDP-alcohol phosphatidyltransferase family protein,protein_coding,WP_004057166.1,0.0571378583353136,0.217868657424981,0.702877405736823,0.854856826072429,1197.09196886181,1299.02313238628
HFX_RS15140,"",L-2-amino-thiazoline-4-carboxylic acid hydrolase,protein_coding,WP_004060501.1,0.0520096064280386,0.180417637017864,0.703334018165344,0.854987012788298,93.536969961773,99.4265417850502
HFX_RS17800,"",lipopolysaccharide biosynthesis protein,protein_coding,WP_004060910.1,0.0594860638288697,0.255657429665674,0.703423127247838,0.854987012788298,108.394254394102,121.82101222936
HFX_RS02195,nucS,endonuclease NucS,protein_coding,WP_179955370.1,-0.0491621517294414,0.164765338786647,0.703761085731577,0.855061713716605,1635.81322045204,1547.44330784723
HFX_RS12130,"",mechanosensitive ion channel family protein,protein_coding,WP_004059686.1,0.0589796095739832,0.245124098790288,0.703923304083269,0.855061713716605,1098.33526873008,1215.62127764101
HFX_RS07770,"",sulfatase,protein_coding,WP_004056867.1,0.0571774357475585,0.221099731384043,0.704247033868428,0.855188454211567,11148.1783368285,12126.6122585264
HFX_RS11370,"",GNAT family protein,protein_coding,WP_004059851.1,0.0552865868901431,0.207333122379132,0.706287970314923,0.857399722294479,5321.40334484232,5740.3387630979
HFX_RS02230,"",hypothetical protein,protein_coding,WP_004057913.1,0.0588185769909071,0.27425196148298,0.707295262834299,0.858355210002521,9817.65451203499,11104.9954857593
HFX_RS14035,"",hypothetical protein,protein_coding,WP_004059231.1,-0.0416199222910194,0.131915460699609,0.707771111891125,0.858412867114478,918.668410642361,881.68409451206
HFX_RS17380,"",succinylglutamate desuccinylase/aspartoacylase family protein,protein_coding,WP_004060997.1,0.0587387773091829,0.268995686566377,0.707783210596698,0.858412867114478,73.2335086810284,83.3812157198228
HFX_RS14855,"",universal stress protein,protein_coding,WP_004058841.1,0.0578805754969759,0.242599726563109,0.708534729142679,0.858972409617939,1129.48708381579,1245.84203892186
HFX_RS02590,"",transcriptional regulator,protein_coding,WP_004057796.1,0.045685854131765,0.151300477758185,0.708685292286119,0.858972409617939,1076.08428522071,1129.82356980162
HFX_RS09910,"",HAD hydrolase-like protein,protein_coding,WP_004060205.1,-0.0424673984255234,0.136673786952619,0.70929978770274,0.859449975898439,1583.83471791984,1519.08838397665
HFX_RS17775,"",ATP-grasp domain-containing protein,protein_coding,WP_014732792.1,-0.0503840083160372,0.177565042725063,0.709628431137996,0.859580989613395,116.532030367448,109.965802062963
HFX_RS01680,tuf,translation elongation factor EF-1 subunit alpha,protein_coding,WP_004058148.1,-0.0549956177624579,0.211400516245725,0.710101104513947,0.8598539785039,550093.198358034,509406.606623974
HFX_RS13035,"",type II CAAX endopeptidase family protein,protein_coding,WP_004059500.1,-0.0523770427317074,0.191423012575804,0.710462171773409,0.8598539785039,2866.36943413135,2684.39437119075
HFX_RS10625,"",50S ribosomal protein L14,protein_coding,WP_004060025.1,-0.0576995762558905,0.248077428561007,0.710616472817012,0.8598539785039,24315.7142566993,21992.5369191399
HFX_RS08970,psmA2,proteasome subunit alpha,protein_coding,WP_004060422.1,-0.0539439418688153,0.203507016466211,0.710736151549401,0.8598539785039,11379.6018979367,10587.1609999223
HFX_RS14875,"",Era-like GTP-binding protein,protein_coding,WP_004058835.1,-0.042077129973295,0.136148542042523,0.711090321168901,0.860015535810232,12727.0956442936,12209.9770960668
HFX_RS10620,"",30S ribosomal protein S17,protein_coding,WP_004060026.1,-0.0569639833043457,0.239136490057031,0.711992380924138,0.860693395175724,21569.068778254,19641.3826668256
HFX_RS19215,"",acetyltransferase,pseudogene,"",-0.0577496892711098,0.270575727235935,0.712406650196828,0.860693395175724,26.0843610998529,23.7104397042625
HFX_RS04675,"",helix-turn-helix domain-containing protein,protein_coding,WP_004572710.1,0.054835544540732,0.214265301921258,0.71244101198451,0.860693395175724,759.753609046214,819.991298334037
HFX_RS16360,"",ABC transporter permease,protein_coding,WP_004056162.1,0.0570602395913142,0.296037577858481,0.712534013912792,0.860693395175724,2897.50139137918,3341.63356049601
HFX_RS09885,"",tRNA-Leu,tRNA,"",-0.0575921209461269,0.277336322533317,0.712852969743071,0.860811919472891,5446.46566154511,4813.82924395736
HFX_RS00475,"",PHP domain-containing protein,protein_coding,WP_004058639.1,0.0415297937854599,0.135148750366299,0.713232599000106,0.860825250097711,640.576561119349,667.806402058847
HFX_RS06945,"",cupin domain-containing protein,protein_coding,WP_004057045.1,0.0558693998435141,0.227319375446742,0.713305684406261,0.860825250097711,146.179741158088,160.271903881169
HFX_RS18565,"",peptidylprolyl isomerase,protein_coding,WP_004060725.1,0.047590735201107,0.165741667502333,0.713815392967867,0.860908215260206,6502.76112928863,6857.30645806434
HFX_RS19500,"",PQQ-binding-like beta-propeller repeat protein,protein_coding,WP_004060794.1,0.0554143545806481,0.22377497835653,0.7140797437614,0.860908215260206,341.516549050881,369.861598395433
HFX_RS06180,nhaC,Na+/H+ antiporter NhaC,protein_coding,WP_004572405.1,-0.0546677149906804,0.326316651991139,0.714168685277541,0.860908215260206,11855.816964431,9921.9543851085
HFX_RS02410,"",YndJ family protein,protein_coding,WP_004057849.1,-0.0573567072478047,0.268181308464217,0.714257867663291,0.860908215260206,3881.8867244226,3459.73746300481
HFX_RS15355,"",hypothetical protein,protein_coding,WP_004060437.1,-0.0456716075649011,0.156119995185672,0.714535560975367,0.860976697583302,472.541375018117,450.679119436164
HFX_RS12520,"",sodium:calcium antiporter,protein_coding,WP_004059607.1,0.0567271949813863,0.247116845432656,0.715043410740148,0.861322377955839,2250.4809874384,2481.48459528958
HFX_RS17760,"",Gfo/Idh/MocA family oxidoreductase,protein_coding,WP_004060919.1,0.0566396888186207,0.247768146632141,0.715588875853476,0.861614338370682,28.5702087254539,31.9050064749787
HFX_RS16235,"",thiamine-binding protein,protein_coding,WP_004056207.1,0.0544956360710499,0.217657951830948,0.715833615727576,0.861614338370682,188.84116443862,205.019600008775
HFX_RS14435,"",ornithine cyclodeaminase family protein,protein_coding,WP_004059035.1,0.0557900499823512,0.234099682449522,0.716117416381328,0.861614338370682,353.843985965743,387.915426018182
HFX_RS12665,"",NADP-dependent oxidoreductase,protein_coding,WP_004059578.1,-0.0568384076171738,0.27323587958594,0.71661790862473,0.861614338370682,16760.0452473713,14890.8116371509
HFX_RS04520,"",class I SAM-dependent methyltransferase family protein,protein_coding,WP_004572742.1,-0.0568381079370228,0.267400099399043,0.716687693368031,0.861614338370682,3920.83167055702,3500.14000985082
HFX_RS07925,purM,phosphoribosylformylglycinamidine cyclo-ligase,protein_coding,WP_004056823.1,0.0507194686627284,0.18816650664595,0.716745535013445,0.861614338370682,8418.95881294754,8964.88339851072
HFX_RS13210,"",NOB1 family endonuclease,protein_coding,WP_004059433.1,0.0410332203109828,0.135369319233493,0.71683306806981,0.861614338370682,6018.67174213173,6267.14362596088
HFX_RS15100,"",DUF917 domain-containing protein,protein_coding,WP_004060509.1,0.0553280405554904,0.304726752217992,0.718528346447728,0.863385787439348,3361.42921102493,3901.88726489367
HFX_RS13360,"",metallophosphoesterase family protein,protein_coding,WP_004059365.1,0.0506166727761349,0.19071987766497,0.719232372130732,0.863965419588781,225.338220360814,241.170316394086
HFX_RS13110,aceA,isocitrate lyase,protein_coding,WP_004059467.1,0.0420770470730513,0.142412949660095,0.719785898397924,0.864253341483588,312.591340846231,326.330982321603
HFX_RS13535,"",hypothetical protein,protein_coding,WP_014732403.1,-0.0528216663737609,0.209368635877726,0.719915495073682,0.864253341483588,10721.6952245676,9964.95240469063
HFX_RS01940,hisE,phosphoribosyl-ATP diphosphatase,protein_coding,WP_004058041.1,-0.0415722700433908,0.140692538333899,0.720729518383503,0.864668744130057,1144.83093480231,1096.87373560514
HFX_RS17770,"",NAD-dependent epimerase/dehydratase family protein,protein_coding,WP_004060917.1,-0.0536477695163794,0.219398712017433,0.720856955260483,0.864668744130057,85.1597971517856,79.55053904689
HFX_RS01085,"",(Fe-S)-binding protein,protein_coding,WP_004058388.1,0.0433444716657446,0.149658846362132,0.721014947656045,0.864668744130057,42677.6564515495,44654.5790356604
HFX_RS04340,"",hypothetical protein,protein_coding,WP_004057313.1,0.049372070172864,0.184584941154119,0.721148816615396,0.864668744130057,103.398835759538,110.022890082881
HFX_RS11530,"",hypothetical protein,protein_coding,WP_004059806.1,0.0556396929101035,0.27987865685673,0.721823592753528,0.865211674216868,319.12838858864,361.446913592343
HFX_RS10705,"",hypothetical protein,protein_coding,WP_004060010.1,-0.0505848052814097,0.194722447704825,0.722279908689163,0.86549249433457,518.890374784126,487.422188925349
HFX_RS19795,"",IS6 family transposase,pseudogene,"",-0.0489321473984236,0.369099174078417,0.722823290141086,0.865779102598648,4.88542586989044,3.92350854672947
HFX_RS16165,"",DMT family transporter,protein_coding,WP_004056237.1,0.0542117832827041,0.307803982320784,0.722963309122268,0.865779102598648,988.940306228741,1148.20427955206
HFX_RS19605,"",hypothetical protein,protein_coding,WP_014732205.1,-0.0554031231767171,0.27651150693368,0.723209614450935,0.865808070371544,16.0357225094478,14.3431708120299
HFX_RS07135,"",tRNA (adenine-N1)-methyltransferase,protein_coding,WP_004056996.1,-0.0521361193101702,0.211615983877132,0.724593115515138,0.86714143670476,12576.4316953597,11689.2972682485
HFX_RS10905,"",SDR family NAD(P)-dependent oxidoreductase,protein_coding,WP_004059970.1,-0.0527733825906774,0.218632602415247,0.724849846315647,0.86714143670476,1122.72790147099,1038.5645098148
HFX_RS04865,"",ZIP family metal transporter,protein_coding,WP_004572672.1,0.0545812189282394,0.291678761220409,0.725160171857502,0.86714143670476,1689.35058646639,1928.11009584098
HFX_RS14830,"",VIT1/CCC1 transporter family protein,protein_coding,WP_004058851.1,0.0524443136517006,0.215916487178221,0.725213207711011,0.86714143670476,287.287283653645,310.885191653153
HFX_RS15265,"",magnesium transporter,protein_coding,WP_004060468.1,0.0500377422874081,0.195333423882511,0.725571890757983,0.867304271749346,515.757939399292,551.375934675294
HFX_RS13945,"",MBL fold metallo-hydrolase,protein_coding,WP_004059248.1,-0.0536783987350339,0.234171833983987,0.726371070944873,0.867839884427874,1735.41104008657,1591.92144284036
HFX_RS00020,"",NADH:flavin oxidoreductase,protein_coding,WP_004058830.1,0.0475478870995201,0.178961125316078,0.726465249586494,0.867839884427874,4486.32679718689,4748.83671654996
HFX_RS05240,"",ABC transporter permease,protein_coding,WP_004572597.1,-0.053714357072609,0.237814048314417,0.72726721341895,0.868531739554861,494.587472229364,454.021286688254
HFX_RS17455,"",glycosyltransferase family 2 protein,protein_coding,WP_004060981.1,-0.0523011169585384,0.320723202699105,0.727853826994434,0.868803608654849,852.386034376048,724.940303171735
HFX_RS15045,"",hypothetical protein,protein_coding,WP_004060523.1,-0.0531490055458634,0.307638250323513,0.728114480885277,0.868803608654849,20.8732690120101,18.0274273315726
HFX_RS09765,"",5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,protein_coding,WP_004060233.1,-0.0536392742874432,0.298649512213121,0.728163517053717,0.868803608654849,4276.23103134009,3728.04307685033
HFX_RS07080,"",universal stress protein,protein_coding,WP_004057007.1,0.05102627457256,0.209135663884141,0.728891549208912,0.869146946630416,641.749389318586,689.700115951551
HFX_RS17170,"",ABC transporter ATP-binding protein,protein_coding,WP_004061040.1,-0.0451975029887065,0.167055620129167,0.728897221276252,0.869146946630416,213.608626636646,202.643951261663
HFX_RS03850,"",halocyanin domain-containing protein,protein_coding,WP_004057435.1,-0.048647646904527,0.190218509629939,0.729332596786701,0.869400141368367,20274.9946322659,19072.2186917894
HFX_RS03415,"",hypothetical protein,protein_coding,WP_004057523.1,0.0531756339351287,0.240243856280574,0.730513694042406,0.870294596942765,36.7748427728181,40.9319749243528
HFX_RS01210,lrp,HTH-type transcriptional regulator Lrp,protein_coding,WP_004058341.1,0.0503190135945253,0.205587125684086,0.730529482092541,0.870294596942765,2202.10379201035,2356.57868368759
HFX_RS09505,"",DUF5785 family protein,protein_coding,WP_004060286.1,-0.0512912707502642,0.216204853142025,0.731126898263565,0.870740192310228,5023.61584097315,4665.30433481495
HFX_RS05540,"",hypothetical protein,protein_coding,WP_004572535.1,0.0436341281596831,0.160819301924095,0.731772193652538,0.871049861955049,4981.18386471535,5226.87226795064
HFX_RS18905,"",ABC transporter substrate-binding protein,protein_coding,WP_004060656.1,-0.052701335561437,0.299039359292317,0.732556860640321,0.871049861955049,10354.5157950894,9041.24501349704
HFX_RS20560,"",HVO_2901 family zinc finger protein,protein_coding,WP_081603731.1,0.0525562054871868,0.237293475464368,0.732737103954289,0.871049861955049,1279.37899004393,1394.73619988062
HFX_RS20235,"",hypothetical protein,protein_coding,WP_179955385.1,-0.0513639630545806,0.319745478049498,0.732783097016155,0.871049861955049,12.074671249414,10.5787974350138
HFX_RS07305,"",NosD domain-containing protein,protein_coding,WP_231512892.1,-0.0404220018460467,0.144698935971615,0.733236882321325,0.871049861955049,718.187801336347,689.784385004359
HFX_RS08890,"",hypothetical protein,protein_coding,WP_004056488.1,0.0450229855213307,0.170621822928784,0.733258851660996,0.871049861955049,1282.99151690386,1352.20926463413
HFX_RS11645,"",nitroreductase family protein,protein_coding,WP_004059783.1,-0.0486867500195811,0.196313338664001,0.733321290492781,0.871049861955049,13581.5154563496,12752.8972919179
HFX_RS03600,"",hypothetical protein,protein_coding,WP_004057485.1,0.0446287823756412,0.16833298323224,0.733387764506942,0.871049861955049,1693.6795873638,1782.56305298698
HFX_RS05510,"",DUF357 domain-containing protein,protein_coding,WP_004572541.1,0.0522273752612462,0.234052852869369,0.733398062323363,0.871049861955049,463.226458769465,502.32684878522
HFX_RS01050,"",hypothetical protein,protein_coding,WP_004058401.1,0.0525063524432904,0.240675048797798,0.733857471903495,0.871223174628275,1810.2668234489,1976.70256226783
HFX_RS10510,"",GTPBP1 family GTP-binding protein,protein_coding,WP_004060065.1,-0.0520546229859957,0.23323875780173,0.733990996787905,0.871223174628275,1877.89671575011,1729.8397057007
HFX_RS01780,"",hypothetical protein,protein_coding,WP_004058113.1,0.0430030161204003,0.160207473232438,0.734877666326916,0.871821460986721,5841.85090842609,6122.43497384643
HFX_RS12300,"",aldehyde ferredoxin oxidoreductase family protein,protein_coding,WP_004059651.1,-0.0526730136871898,0.251436944344987,0.735160742712458,0.871821460986721,2453.78303254191,2232.50436608829
HFX_RS17965,"",type IV pilin N-terminal domain-containing protein,protein_coding,WP_004060863.1,0.0528019112221671,0.280939612166467,0.735166019051655,0.871821460986721,9119.78009393333,10253.688759117
HFX_RS17510,"",MarR family transcriptional regulator,protein_coding,WP_004060970.1,-0.0473991792449245,0.189631175137361,0.735584871004742,0.872052867146133,187.040294586235,176.994572745494
HFX_RS16090,"",S8 family serine peptidase,protein_coding,WP_014732669.1,-0.0459986861475285,0.180082076265399,0.73593875241388,0.872207131927426,581.270784983515,551.197301500303
HFX_RS01970,"",DUF5786 family protein,protein_coding,WP_004058026.1,-0.0458262526990027,0.179824253536445,0.73668248214519,0.872823196170806,466.156589529827,442.198172558818
HFX_RS14940,"",acyl-CoA dehydrogenase family protein,protein_coding,WP_004060558.1,-0.050094244171258,0.218522405753431,0.738180288206761,0.874332046013356,802.278720575082,746.838560098347
HFX_RS01405,"",DUF373 family protein,protein_coding,WP_004058261.1,-0.04346876713341,0.169546667400739,0.741164046620703,0.877524997930555,7288.09097250018,6934.40818973546
HFX_RS12545,"",helix-turn-helix domain-containing protein,protein_coding,WP_004059602.1,-0.0391903296903847,0.145047695197635,0.741487157865599,0.877524997930555,2371.1194236403,2276.44997245057
HFX_RS09020,"",deoxyribodipyrimidine photo-lyase,protein_coding,WP_004060412.1,-0.0496095616856187,0.220746949218048,0.741551396404117,0.877524997930555,1113.62907734624,1036.00362072983
HFX_RS18035,"",PAS domain S-box protein,protein_coding,WP_004060850.1,0.047780541807818,0.202783551371585,0.742022241047432,0.877815689105581,2202.23792682901,2348.98838295179
HFX_RS08930,"",hypothetical protein,protein_coding,WP_004060429.1,0.0392951982995506,0.146496331619009,0.742530496010666,0.877917959381261,565.398544483951,588.212896450534
HFX_RS16580,"",helix-turn-helix domain-containing protein,protein_coding,WP_004056116.1,-0.0448681759636726,0.180555519140718,0.742559135987691,0.877917959381261,431.264141314033,409.423587585077
HFX_RS09210,"",DUF3054 domain-containing protein,protein_coding,WP_004060374.1,-0.0509249705910269,0.246995815346931,0.74284543185962,0.877990143538144,3733.22889458984,3416.40468691663
HFX_RS00715,"",hypothetical protein,protein_coding,WP_004058538.1,-0.0510246016470734,0.281062105341044,0.743632773968253,0.878654305222265,343.365730871199,305.763548112773
HFX_RS14315,"",branched-chain amino acid ABC transporter permease,protein_coding,WP_004059118.1,0.0465949415091033,0.196027952173276,0.744162449295984,0.879013705259316,135.365032690432,142.888631391901
HFX_RS06565,"",glycosyltransferase family 4 protein,protein_coding,WP_004057192.1,-0.045345583721288,0.188259381573075,0.745666637927851,0.880523645756669,513.014148830966,484.77505211147
HFX_RS18455,"",ABC transporter ATP-binding protein,protein_coding,WP_004060763.1,-0.0450141857785322,0.36166202088639,0.747040483947367,0.881664698457816,264.190854635432,215.255712504237
HFX_RS19815,"",hypothetical protein,protein_coding,WP_014732673.1,0.0480291986354893,0.21515440414704,0.747085299898965,0.881664698457816,563.047278207595,602.108789495992
HFX_RS08500,"",DUF6789 family protein,protein_coding,WP_004056657.1,0.050206150764816,0.264543552241609,0.748141037539057,0.882453451358869,17.9707411104727,19.8555656472316
HFX_RS01400,"",prolyl oligopeptidase family serine peptidase,protein_coding,WP_004058264.1,-0.0455284939676575,0.193494160930304,0.748206428101863,0.882453451358869,248.23277735516,234.726951653516
HFX_RS01425,"",hypothetical protein,protein_coding,WP_004058253.1,-0.049725058367748,0.246710566932375,0.748602334685151,0.882653327466036,5650.03347819218,5182.26796288254
HFX_RS15270,"",sodium:calcium antiporter,protein_coding,WP_004060466.1,0.0498907203969172,0.254047902507004,0.748885589405532,0.882720298609847,624.759958938038,685.310105404123
HFX_RS20430,"",hypothetical protein,protein_coding,WP_014732859.1,-0.0498274364719068,0.2567358406776,0.749474433370926,0.882860443666709,31.2907085110234,29.0853873129099
HFX_RS07285,"",MarR family transcriptional regulator,protein_coding,WP_004056965.1,-0.0472960228119702,0.212365403207198,0.749521267824932,0.882860443666709,1895.45165571584,1772.01686270702
HFX_RS11415,"",DUF2150 family protein,protein_coding,WP_004059830.1,-0.0488217426763435,0.232688071458946,0.749683958064856,0.882860443666709,16521.8203319387,15289.0885810957
HFX_RS09860,"",ribonuclease J,protein_coding,WP_004060214.1,0.0439110167260971,0.183548117720923,0.75010373689443,0.883086356344926,75998.7151930025,80173.5326141873
HFX_RS01055,"",PGF-CTERM sorting domain-containing protein,protein_coding,WP_004058399.1,-0.0495706677304104,0.283553801123946,0.75032888974202,0.883086356344926,76282.5534031749,68158.2590209896
HFX_RS18345,"",long-chain-fatty-acid--CoA ligase,protein_coding,WP_004060785.1,-0.0491950649679208,0.292631825703122,0.750762141866675,0.883329559008844,866.386667473748,768.808142908777
HFX_RS00670,"",YccF domain-containing protein,protein_coding,WP_004058551.1,0.0495177182429802,0.259857307572292,0.751218538409766,0.883438260053994,260.996738453858,287.764416417208
HFX_RS07365,"",DUF5798 family protein,protein_coding,WP_004056950.1,-0.0438005814794143,0.184428869173614,0.751350716005066,0.883438260053994,3080.61129362841,2918.65758643501
HFX_RS13690,"",hypothetical protein,protein_coding,WP_004059301.1,-0.0494850808475872,0.262682656327149,0.751534445956656,0.883438260053994,622.78655032303,566.59633597669
HFX_RS07515,"",ribbon-helix-helix domain-containing protein,protein_coding,WP_004056919.1,0.0397158811815154,0.160185145005773,0.754436731932234,0.88658256890921,2798.87240670694,2922.78637129724
HFX_RS18815,"",hypothetical protein,protein_coding,WP_049917531.1,0.0483406370648465,0.292140898054917,0.754978763921828,0.88675083656438,855.37051958283,963.283899217073
HFX_RS08330,"",protein gvpI,protein_coding,WP_004056700.1,0.0460090845677355,0.210351221714694,0.755147195704099,0.88675083656438,153.594149344235,164.950671905315
HFX_RS08220,"",hypothetical protein,protein_coding,WP_004056722.1,0.0470175232568759,0.222601351386806,0.755262385170278,0.88675083656438,328.674510122402,353.815609161593
HFX_RS07410,"",MaoC family dehydratase,protein_coding,WP_004056941.1,-0.0478649940544118,0.2390048773417,0.756069328008217,0.887430966749783,867.559509602966,800.667890207784
HFX_RS11965,"",Nif3-like dinuclear metal center hexameric protein,protein_coding,WP_004059719.1,0.0470506285282327,0.226837258007587,0.756605224768796,0.887792644837076,939.834998336826,1008.9987136945
HFX_RS12875,"",SDR family oxidoreductase,protein_coding,WP_004059533.1,-0.0402962367556852,0.16725176944572,0.757469871369502,0.888446908003502,163.532795169967,156.82158215581
HFX_RS18610,pstC,phosphate ABC transporter permease subunit PstC,protein_coding,WP_004060716.1,0.0435064720016899,0.191933307345904,0.758034402184601,0.888446908003502,280.131683611433,297.27740552609
HFX_RS15235,"",hypothetical protein,pseudogene,"",-0.0480603176479146,0.257407696370606,0.758063132965553,0.888446908003502,30.2321851525269,28.2746699309002
HFX_RS09015,"",DJ-1/PfpI family protein,protein_coding,WP_004060413.1,0.045155343265799,0.207343924047819,0.758074503853168,0.888446908003502,1081.39501551867,1151.90197314827
HFX_RS03790,"",J domain-containing protein,protein_coding,WP_014732184.1,-0.0479275227850949,0.266829333260143,0.759147534207753,0.889437056910676,211.452757305065,192.906070398307
HFX_RS11640,"",universal stress protein,protein_coding,WP_004059784.1,0.0442476874925155,0.20096645553482,0.759453173348772,0.889442351694478,1658.1681542476,1759.92326503092
HFX_RS10120,"",ring-cleaving dioxygenase,protein_coding,WP_004060160.1,-0.0414003973735681,0.177696013202285,0.75967488273252,0.889442351694478,715.232216790205,682.212499341052
HFX_RS13085,"",tRNA-Pro,tRNA,"",-0.0467702624195865,0.232758311171975,0.759836590852389,0.889442351694478,4095.51731618023,3802.33471695275
HFX_RS17005,"",NAD-dependent succinate-semialdehyde dehydrogenase,protein_coding,WP_004061074.1,-0.0474983312216094,0.256037670089156,0.76066094422131,0.890140006176724,2864.45036603278,2624.21223432534
HFX_RS11555,"",hypothetical protein,protein_coding,WP_004059801.1,-0.0449748448464752,0.212423930494394,0.761417251824707,0.890757637338747,2072.58175860639,1945.99973108107
HFX_RS00740,"",hypothetical protein,protein_coding,WP_004058526.1,0.0454346496959752,0.220042907331402,0.762260055128682,0.891401566494432,4693.7344247136,5017.83815776465
HFX_RS13715,"",DUF839 domain-containing protein,protein_coding,WP_004059295.1,-0.0446160186879276,0.210908865808844,0.762569760864021,0.891401566494432,5557.3699752687,5219.37906863196
HFX_RS03325,"",endonuclease V,protein_coding,WP_004057543.1,0.0422062204993971,0.18847991652186,0.762842711101766,0.891401566494432,884.643400916356,931.360752913506
HFX_RS02265,"",hypothetical protein,protein_coding,WP_004057901.1,0.0430482491796172,0.195847619064098,0.762882407856702,0.891401566494432,87.7319141586983,92.8448614290428
HFX_RS07170,"",DUF5787 family protein,protein_coding,WP_004056989.1,-0.0445278008191314,0.211752950105012,0.76340881792749,0.891607617249154,4475.62254194448,4202.51746145163
HFX_RS06870,"",CDC48 family AAA ATPase,protein_coding,WP_014732291.1,0.0383401872181139,0.161092969036344,0.763516220209768,0.891607617249154,9249.27671534145,9649.26469437847
HFX_RS02100,"",TrkA C-terminal domain-containing protein,protein_coding,WP_004057980.1,0.0373280006991378,0.155052335682543,0.763934881196041,0.891829340192323,3554.58472366032,3701.10877128386
HFX_RS18415,paaK,phenylacetate--CoA ligase PaaK,protein_coding,WP_014732830.1,0.0423873791907165,0.354020390743065,0.764312496474992,0.891997734336263,1849.96359150056,2219.59682286875
HFX_RS16440,"",amino acid permease,protein_coding,WP_004056146.1,0.0432847043735412,0.342350623558943,0.764536795899808,0.891997734336263,782.821123473808,925.114075255991
HFX_RS14970,"",long-chain fatty acid--CoA ligase,protein_coding,WP_004060546.1,-0.0442963369435534,0.214093081801202,0.765626916481318,0.892787049589819,1669.21751487522,1568.10019456868
HFX_RS15110,"",Lrp/AsnC family transcriptional regulator,protein_coding,WP_004060507.1,0.0386890455266633,0.1663168072539,0.766061196329893,0.892787049589819,2609.47307296345,2727.09697773439
HFX_RS01345,"",DUF5814 domain-containing protein,protein_coding,WP_004058285.1,-0.0397267513302306,0.17391360058316,0.766242562653033,0.892787049589819,1411.03488586855,1346.42384800736
HFX_RS04690,"",AMP phosphorylase,protein_coding,WP_004572707.1,0.046436404254454,0.265403530700231,0.766332959527398,0.892787049589819,867.115212538224,951.693883893026
HFX_RS17290,"",hypothetical protein,protein_coding,WP_137685695.1,-0.0460258093049425,0.291270248847179,0.766358508960373,0.892787049589819,131.451428197122,118.245295709051
HFX_RS18465,"",PaaI family thioesterase,protein_coding,WP_004060761.1,0.0431749566897487,0.338150031974757,0.766777696311863,0.892846130655888,4835.27539353885,5672.73327114043
HFX_RS15090,"",DUF917 domain-containing protein,protein_coding,WP_004060511.1,0.0455311319810284,0.300627912937359,0.766931358101669,0.892846130655888,2667.20139772112,3007.04146753627
HFX_RS04770,"",complex I subunit 1 family protein,protein_coding,WP_004572691.1,-0.0448046746556318,0.224619081971746,0.767096380596863,0.892846130655888,36278.3378367515,33896.1153285242
HFX_RS10755,"",hypothetical protein,protein_coding,WP_004060000.1,0.0343425956921857,0.141054109050879,0.768173352348233,0.893246565266945,1021.39175798203,1057.53202357276
HFX_RS15725,"",DUF3209 family protein,protein_coding,WP_004056388.1,-0.0394119163117078,0.174310643299853,0.768345870869642,0.893246565266945,1286.54667504311,1228.41374520607
HFX_RS13650,"",hypothetical protein,protein_coding,WP_049917472.1,0.0426374989758643,0.203051983310553,0.769022513455359,0.893246565266945,520.82625858636,550.807312323328
HFX_RS01170,"",ribose-phosphate diphosphokinase,protein_coding,WP_004058354.1,-0.0428248850901393,0.205087681658738,0.769069042215243,0.893246565266945,3969.29856831125,3743.71116091925
HFX_RS16375,"",hydantoinase/oxoprolinase family protein,protein_coding,WP_004056159.1,0.0443536417041032,0.313433018508182,0.769399727098768,0.893246565266945,7520.30562467088,8570.25108097428
HFX_RS18805,"",BGTF surface domain-containing protein,protein_coding,WP_004060676.1,-0.0445906258618597,0.308998456908992,0.769477252050476,0.893246565266945,130.53654294061,115.666681741712
HFX_RS20135,"",hypothetical protein,protein_coding,WP_004060441.1,-0.0457387040188427,0.275956255393474,0.769496193237722,0.893246565266945,384.755971614208,349.535995212582
HFX_RS00120,"",TIGR00366 family protein,protein_coding,WP_004058792.1,0.0369586912433913,0.158933975455642,0.769854098731739,0.893246565266945,229.639604469422,238.297935227129
HFX_RS04010,sufC,Fe-S cluster assembly ATPase SufC,protein_coding,WP_004057402.1,-0.0398847739935425,0.179989570853404,0.769866468100634,0.893246565266945,70829.1361495257,67518.5839012074
HFX_RS10420,"",HIT domain-containing protein,protein_coding,WP_004060095.1,-0.0406018528109085,0.185938107955808,0.769952831527523,0.893246565266945,1540.29852979919,1463.84621220912
HFX_RS14455,"",HAD family phosphatase,protein_coding,WP_004059026.1,-0.0421104535105212,0.199612922102686,0.769990207903915,0.893246565266945,1256.40851822282,1189.4917228716
HFX_RS10495,"",MFS transporter,protein_coding,WP_004060071.1,-0.0455538711188137,0.272399548353192,0.770557668839845,0.893246565266945,2220.52314226164,2018.15194086826
